day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity,,,,,,SK와이번스,,,
6.15,SK 와이번스,15,2,0,8,2,1,1,대구,25.1,0,63,,,,,,,,,
6.16,SK 와이번스,21,2,0,4,2,0,1,대구,26.6,0,47,,,,,,,,,
6.17,SK 와이번스,19,1,3,10,0,0,1,부산,23.6,0,67,,,,,,,,,
6.18,SK 와이번스,10,3,1,11,0,0,1,부산,22.7,0,80,,,,,,,,,
6.19,SK 와이번스,7,2,0,7,1,0,0,부산,24.7,0,79,,,,,,,,,
6.21,SK 와이번스,8,2,2,7,0,2,0,인천,25.7,0,82,,,,,,,,,
6.22,SK 와이번스,13,3,1,5,0,1,1,인천,24,0,98,,,,,,,,,
6.23,SK 와이번스,11,2,0,2,1,0,1,인천,23.3,0,98,,,,,,,,,
6.24,SK 와이번스,9,1,1,6,0,1,1,인천,24.8,0,81,,,,,,,,,
6.25,SK 와이번스,10,2,0,8,0,2,0,인천,24.6,0,78,,,,,,,,,
6.26,SK 와이번스,17,1,0,8,1,0,1,인천,24.6,0,89,,,,,,,,,
6.28,SK 와이번스,19,3,0,3,1,0,1,수원,27.7,0,53,,,,,,,,,
6.29,SK 와이번스,15,2,0,8,0,0,1,수원,26.9,0,65,,,,,,,,,
6.3,SK 와이번스,10,2,0,8,2,1,0,수원,26.7,0,80,,,,,,,,,
7.2토,SK 와이번스,8,2,3,5,0,1,1,서울,26.7,0,62,,,,,,,,,
7.3일,SK 와이번스,17,1,1,6,0,0,1,서울,26.3,0,53,,,,,,,,,
7.6수,SK 와이번스,6,1,0,8,1,1,0,인천,23.8,0,94,,,,,,,,,
7.7목,SK 와이번스,13,1,0,7,1,1,0,인천,26.2,0,75,,,,,,,,,
7.8금,SK 와이번스,10,2,4,9,2,0,1,인천,29.5,0,78,,,,,,,,,
7.9토,SK 와이번스,11,2,2,8,0,1,0,인천,28,0,77,,,,,,,,,
7.10일,SK 와이번스,14,0,0,9,0,2,0,인천,28.6,0,80,,,,,,,,,
7.12화,SK 와이번스,14,3,0,9,1,0,1,광주,25.9,0,89,,,,,,,,,
7.13수,SK 와이번스,9,0,1,2,0,1,0,광주,29.2,0,77,,,,,,,,,
7.14목,SK 와이번스,11,3,0,4,1,1,1,광주,27.9,0,61,,,,,,,,,
7.19화,SK 와이번스,10,1,0,12,1,0,1,창원,26.7,0,79,,,,,,,,,
7.20수,SK 와이번스,6,0,1,12,1,1,0,창원,26.7,0,73,,,,,,,,,
7.21목,SK 와이번스,9,2,0,8,2,0,0,창원,25.6,0,77,,,,,,,,,
7.22금,SK 와이번스,16,2,2,7,2,1,1,인천,29,0,93,,,,,,,,,
7.23토,SK 와이번스,11,1,0,7,1,1,0,인천,27.6,0,98,,,,,,,,,
7.24일,SK 와이번스,10,4,0,3,1,1,1,인천,27.6,0,98,,,,,,,,,
7.26화,SK 와이번스,12,2,0,7,0,2,1,대전,33,0,58,,,,,,,,,
7.27수,SK 와이번스,4,0,0,4,2,2,0,대전,31.2,0,67,,,,,,,,,
7.28목,SK 와이번스,13,2,0,9,1,2,0,대전,30.8,0,55,,,,,,,,,
7.29금,SK 와이번스,14,2,0,6,1,1,0,인천,27.2,0,98,,,,,,,,,
7.30토,SK 와이번스,6,0,0,8,0,0,0,인천,29.6,0,92,,,,,,,,,
7.31일,SK 와이번스,8,2,2,6,1,0,0,인천,29,0,98,,,,,,,,,
8.3,SK 와이번스,13,1,0,6,0,2,1,인천,30.5,0,0,,,,,,,,,
8.4,SK 와이번스,9,1,3,12,0,2,0,인천,31.9,0,0,,,,,,,,,
8.5,SK 와이번스,13,4,0,8,0,1,1,서울,35.1,0,0,,,,,,,,,
8.6,SK 와이번스,16,1,3,4,1,0,1,서울,33.5,0,0,,,,,,,,,
8.7,SK 와이번스,13,0,2,12,0,0,0,서울,33.5,0,0,,,,,,,,,
8.9,SK 와이번스,7,1,0,11,0,0,0,인천,32.2,0,0,,,,,,,,,
8.1,SK 와이번스,6,0,0,6,0,1,0,인천,30.2,0,0,,,,,,,,,
8.11,SK 와이번스,13,1,0,7,0,1,1,인천,31.6,0,0,,,,,,,,,
8.12,SK 와이번스,13,2,0,9,0,0,1,인천,31.6,0,0,,,,,,,,,
8.13,SK 와이번스,7,2,0,5,1,0,1,인천,30.2,0,0,,,,,,,,,
8.14,SK 와이번스,9,0,1,8,0,0,1,인천,29.8,0,0,,,,,,,,,
8.16,SK 와이번스,9,0,0,8,1,0,0,서울,31,0,0,,,,,,,,,
8.17,SK 와이번스,18,0,0,8,1,0,1,서울,33.5,0,0,,,,,,,,,
8.18,SK 와이번스,13,1,0,10,0,0,0,인천,29.7,0,0,,,,,,,,,
8.19,SK 와이번스,8,2,0,6,1,0,0,인천,30,0,0,,,,,,,,,
8.2,SK 와이번스,8,0,1,9,1,1,1,부산,29.6,0,0,,,,,,,,,
8.21,SK 와이번스,9,0,1,8,0,2,0,부산,30.2,0,0,,,,,,,,,
8.23,SK 와이번스,13,1,1,7,1,3,0,대구,30.2,0,0,,,,,,,,,
8.24,SK 와이번스,8,4,1,5,0,0,1,대구,30.6,0,0,,,,,,,,,
8.25,SK 와이번스,6,0,1,10,1,0,1,수원,29.3,0,0,,,,,,,,,
8.26,SK 와이번스,4,0,1,7,0,0,0,수원,24.6,0,0,,,,,,,,,
8.27,SK 와이번스,12,1,0,8,2,2,0,인천,26.8,0,0,,,,,,,,,
8.28,SK 와이번스,5,1,1,9,1,0,0,인천,22.1,0,0,,,,,,,,,
8.3,SK 와이번스,13,2,1,12,0,1,1,광주,22.7,0,0,,,,,,,,,
8.31,SK 와이번스,9,0,0,10,0,1,0,광주,26.5,0,0,,,,,,,,,
9.1,SK 와이번스,8,1,0,5,2,2,0,서울,27.7,0,44,,,,,,,,,
9.2,SK 와이번스,17,1,0,8,1,0,0,서울,25.8,0,62,,,,,,,,,
9.3,SK 와이번스,11,2,1,10,0,1,1,창원,23.6,0,93,,,,,,,,,
9.4,SK 와이번스,13,3,1,6,0,0,1,창원,25.8,0,88,,,,,,,,,
9.6,SK 와이번스,7,0,0,5,2,1,1,인천,25,0,98,,,,,,,,,
9.7,SK 와이번스,17,0,4,7,0,0,1,인천,25,0,75,,,,,,,,,
9.8,SK 와이번스,17,3,1,6,0,0,1,인천,24.5,0,91,,,,,,,,,
9.9,SK 와이번스,8,0,2,5,0,1,1,인천,25.2,0,89,,,,,,,,,
9.1,SK 와이번스,6,0,0,6,2,2,0,대전,26.7,0,69,,,,,,,,,
9.11,SK 와이번스,12,2,0,8,1,0,0,대전,25.7,0,64,,,,,,,,,
9.13,SK 와이번스,9,0,0,6,0,2,0,서울,27.1,0,59,,,,,,,,,
9.14,SK 와이번스,6,0,0,7,1,1,0,서울,26.7,0,55,,,,,,,,,
9.15,SK 와이번스,11,0,0,5,1,0,0,인천,24.5,0,90,,,,,,,,,
9.16,SK 와이번스,14,4,0,6,0,0,0,인천,24.7,0,91,,,,,,,,,
9.17,SK 와이번스,11,0,0,7,2,3,0,인천,26.2,0,61,,,,,,,,,
9.18,SK 와이번스,14,3,0,7,2,2,0,인천,25.1,0,68,,,,,,,,,
9.23,SK 와이번스,9,0,0,8,2,4,0,수원,23.3,0,58,,,,,,,,,
9.25,SK 와이번스,10,3,0,3,0,0,1,인천,23.5,0,73,,,,,,,,,
9.3,SK 와이번스,13,1,0,7,1,0,1,서울,22.3,0,62,,,,,,,,,
10.1,SK 와이번스,10,1,1,9,1,0,1,서울,23.6,0,59,,,,,,,,,
10.6,SK 와이번스,4,0,1,11,0,0,0,창원,21,0,82,,,,,,,,,
10.8,SK 와이번스,12,3,0,9,1,0,1,인천,17.4,0,61,,,,,,,,,
4.1,SK 와이번스,7,0,0,5,1,0,0,인천,9.2,0,72,,,,,,,,,
4.2,SK 와이번스,3,1,0,4,2,2,0,인천,9.4,0,61,,,,,,,,,
4.4,SK 와이번스,5,0,0,10,2,1,0,광주,18.8,0,35,,,,,,,,,
4.6,SK 와이번스,8,2,2,5,0,0,0,광주,15.3,0,97,,,,,,,,,
4.7,SK 와이번스,6,1,1,9,1,0,0,인천,14.4,0,72,,,,,,,,,
4.8,SK 와이번스,13,6,0,10,1,0,1,인천,10.3,0,86,,,,,,,,,
4.9,SK 와이번스,13,2,0,7,0,1,1,인천,17.1,0,44,,,,,,,,,
4.11,SK 와이번스,10,2,0,9,1,2,0,인천,16.2,0,43,,,,,,,,,
4.12,SK 와이번스,9,0,0,14,2,0,1,인천,10.5,0,32,,,,,,,,,
4.13,SK 와이번스,13,3,0,7,1,1,1,인천,11.9,0,73,,,,,,,,,
4.14,SK 와이번스,11,1,1,4,0,1,1,대전,18.5,0,57,,,,,,,,,
4.15,SK 와이번스,17,3,2,8,1,1,1,대전,23.3,0,37,,,,,,,,,
4.16,SK 와이번스,12,1,0,7,1,0,1,대전,26.6,0,17,,,,,,,,,
4.18,SK 와이번스,9,2,0,5,1,1,1,인천,10.3,0,95,,,,,,,,,
4.19,SK 와이번스,7,2,1,7,0,2,1,인천,13.2,0,55,,,,,,,,,
4.2,SK 와이번스,6,1,0,10,1,2,0,인천,13.6,0,55,,,,,,,,,
4.21,SK 와이번스,11,3,0,7,1,0,1,인천,12.5,0,72,,,,,,,,,
4.22,SK 와이번스,11,3,0,6,1,1,1,인천,16.1,0,42,,,,,,,,,
4.23,SK 와이번스,6,1,0,10,1,3,0,인천,15.9,0,32,,,,,,,,,
4.25,SK 와이번스,12,3,1,6,0,0,1,서울,17.8,0,53,,,,,,,,,
4.26,SK 와이번스,2,0,0,12,0,1,0,서울,17.8,0,25,,,,,,,,,
4.27,SK 와이번스,6,0,0,8,0,0,0,서울,16.6,0,25,,,,,,,,,
4.28,SK 와이번스,9,2,1,5,2,0,1,대구,24.3,0,14,,,,,,,,,
4.29,SK 와이번스,8,3,0,11,2,1,0,대구,26.3,0,17,,,,,,,,,
4.3,SK 와이번스,13,5,0,10,0,0,1,대구,28.9,0,27,,,,,,,,,
5.2,SK 와이번스,13,2,0,5,0,1,0,인천,20.1,0,38,,,,,,,,,
5.3,SK 와이번스,10,3,0,6,0,0,0,인천,21.6,0,42,,,,,,,,,
5.4,SK 와이번스,8,2,0,8,1,0,1,인천,21.6,0,49,,,,,,,,,
5.5,SK 와이번스,11,0,1,8,0,0,0,서울,22.5,0,54,,,,,,,,,
5.6,SK 와이번스,20,0,2,5,2,1,1,서울,16.8,0,41,,,,,,,,,
5.1,SK 와이번스,5,0,0,14,0,0,0,서울,18.9,0,59,,,,,,,,,
5.11,SK 와이번스,4,0,0,5,0,1,0,서울,24.6,0,49,,,,,,,,,
5.12,SK 와이번스,8,1,2,6,0,0,1,인천,16.8,0,84,,,,,,,,,
5.13,SK 와이번스,4,1,0,5,0,0,0,인천,14.9,0,83,,,,,,,,,
5.14,SK 와이번스,10,2,0,6,1,0,1,인천,17.3,0,47,,,,,,,,,
5.16,SK 와이번스,4,1,0,10,1,3,0,인천,16.7,0,64,,,,,,,,,
5.17,SK 와이번스,6,2,0,7,0,2,0,인천,20.9,0,53,,,,,,,,,
5.18,SK 와이번스,12,1,1,5,2,1,1,인천,20.4,0,56,,,,,,,,,
5.19,SK 와이번스,12,3,1,7,0,1,1,창원,25,0,42,,,,,,,,,
5.2,SK 와이번스,4,0,1,10,0,0,0,창원,24.3,0,41,,,,,,,,,
5.21,SK 와이번스,14,1,1,13,1,1,1,창원,23.4,0,53,,,,,,,,,
5.23,SK 와이번스,13,0,2,10,1,0,0,부산,21.6,0,64,,,,,,,,,
5.24,SK 와이번스,8,3,0,8,2,0,0,부산,19,0,83,,,,,,,,,
5.25,SK 와이번스,12,4,0,8,1,0,0,부산,23.3,0,52,,,,,,,,,
5.26,SK 와이번스,8,2,1,5,0,0,1,인천,19.5,0,51,,,,,,,,,
5.27,SK 와이번스,9,2,0,6,2,1,1,인천,20.2,0,34,,,,,,,,,
5.28,SK 와이번스,7,4,0,11,1,0,1,인천,21.8,0,70,,,,,,,,,
5.3,SK 와이번스,9,1,2,8,0,0,1,수원,27.6,0,24,,,,,,,,,
5.31,SK 와이번스,10,2,0,7,1,0,1,수원,25.8,0,55,,,,,,,,,
6.1,SK 와이번스,13,3,1,8,0,1,1,수원,22.7,0,57,,,,,,,,,
6.2,SK 와이번스,6,2,0,5,0,2,0,대전,25.9,0,25,,,,,,,,,
6.3,SK 와이번스,6,2,0,8,1,2,1,대전,24.7,0,28,,,,,,,,,
6.4,SK 와이번스,11,6,0,4,0,3,1,대전,27.2,0,26,,,,,,,,,
6.6,SK 와이번스,7,1,1,5,1,0,1,인천,16.9,0,79,,,,,,,,,
6.7,SK 와이번스,9,2,0,8,1,1,0,인천,19.1,0,78,,,,,,,,,
6.8,SK 와이번스,6,0,1,12,0,1,0,인천,19.9,0,71,,,,,,,,,
6.9,SK 와이번스,8,0,0,10,1,0,0,서울,23.2,0,62,,,,,,,,,
6.1,SK 와이번스,7,2,1,3,1,1,1,서울,27.2,0,18,,,,,,,,,
6.11,SK 와이번스,4,1,0,9,0,1,0,서울,28.3,0,24,,,,,,,,,
6.13,SK 와이번스,12,3,0,7,1,0,0,인천,20.5,0,74,,,,,,,,,
6.14,SK 와이번스,6,2,0,13,1,1,1,인천,21,0,75,,,,,,,,,
6.15,SK 와이번스,11,2,0,7,1,1,1,인천,21.9,0,73,,,,,,,,,
6.16,SK 와이번스,7,1,0,3,0,1,1,대구,24.8,0,54,,,,,,,,,
6.17,SK 와이번스,17,2,0,4,1,0,1,대구,30,0,44,,,,,,,,,
6.18,SK 와이번스,12,3,0,5,1,3,0,대구,30.6,0,43,,,,,,,,,
6.2,SK 와이번스,7,3,0,5,0,1,1,인천,24.9,0,42,,,,,,,,,
6.21,SK 와이번스,8,0,0,1,1,1,0,인천,23.9,0,68,,,,,,,,,
6.22,SK 와이번스,10,3,0,10,0,0,1,인천,25.3,0,64,,,,,,,,,
6.23,SK 와이번스,5,3,0,7,1,0,1,인천,26.1,0,57,,,,,,,,,
6.24,SK 와이번스,7,1,0,6,0,0,1,인천,22.6,0,65,,,,,,,,,
6.25,SK 와이번스,9,2,0,6,0,1,1,인천,26.3,0,52,,,,,,,,,
6.27,SK 와이번스,5,1,0,7,0,1,1,서울,27.3,0,65,,,,,,,,,
6.28,SK 와이번스,10,0,0,5,0,0,1,서울,28.8,0,54,,,,,,,,,
6.29,SK 와이번스,9,1,0,9,0,1,0,서울,29.6,0,49,,,,,,,,,
6.3,SK 와이번스,10,4,0,11,0,0,1,인천,25.6,0,69,,,,,,,,,
7.1,SK 와이번스,7,1,0,11,0,1,0,인천,25.3,0,84,,,,,,,,,
7.2,SK 와이번스,12,1,0,4,0,0,1,인천,23.9,0,96,,,,,,,,,
7.4,SK 와이번스,13,2,0,3,3,0,0,인천,26.4,0,78,,,,,,,,,
7.5,SK 와이번스,17,4,0,11,0,0,1,인천,29,0,62,,,,,,,,,
7.6,SK 와이번스,5,1,0,8,1,1,0,인천,28.1,0,75,,,,,,,,,
7.7,SK 와이번스,11,4,0,7,1,0,1,부산,25.5,0,93,,,,,,,,,
7.8,SK 와이번스,8,1,0,6,1,1,0,부산,25.7,0,90,,,,,,,,,
7.9,SK 와이번스,9,1,0,9,2,0,1,부산,24.9,0,94,,,,,,,,,
7.11,SK 와이번스,7,1,1,9,0,1,1,인천,26.1,0,90,,,,,,,,,
7.12,SK 와이번스,11,1,1,8,1,1,0,인천,27.1,0,73,,,,,,,,,
7.13,SK 와이번스,5,1,0,9,0,1,0,인천,29.6,0,69,,,,,,,,,
7.18,SK 와이번스,5,1,0,2,1,1,0,인천,28.1,0,78,,,,,,,,,
7.19,SK 와이번스,13,5,1,4,2,1,1,인천,28.3,0,74,,,,,,,,,
7.2,SK 와이번스,8,1,0,9,0,1,0,인천,29.6,0,74,,,,,,,,,
7.21,SK 와이번스,14,3,0,6,1,1,0,창원,31.2,0,81,,,,,,,,,
7.22,SK 와이번스,7,0,0,9,1,2,0,창원,30.7,0,73,,,,,,,,,
7.23,SK 와이번스,7,1,0,11,1,1,0,창원,30,0,87,,,,,,,,,
7.25,SK 와이번스,15,3,2,5,0,2,0,광주,31.9,0,77,,,,,,,,,
7.26,SK 와이번스,9,2,1,4,2,1,0,광주,31.3,0,61,,,,,,,,,
7.27,SK 와이번스,3,0,1,7,0,0,0,광주,33,0,46,,,,,,,,,
7.28,SK 와이번스,6,3,1,10,1,0,1,인천,26.6,0,92,,,,,,,,,
7.29,SK 와이번스,7,1,1,6,0,0,1,인천,29.3,0,68,,,,,,,,,
7.3,SK 와이번스,6,0,1,7,1,0,0,인천,28.5,0,56,,,,,,,,,
8.1,SK 와이번스,3,0,0,14,1,0,0,서울,32.6,0,59,,,,,,,,,
8.2,SK 와이번스,11,2,1,5,3,1,0,서울,32.8,0,60,,,,,,,,,
8.3,SK 와이번스,11,1,0,6,0,0,0,서울,32.4,0,48,,,,,,,,,
8.4,SK 와이번스,13,0,1,5,2,0,1,수원,33.2,0,52,,,,,,,,,
8.5,SK 와이번스,11,0,0,5,0,1,0,수원,33.5,0,62,,,,,,,,,
8.6,SK 와이번스,9,0,0,11,1,2,0,수원,30.7,0,72,,,,,,,,,
8.8,SK 와이번스,8,2,2,8,1,0,1,인천,27.7,0,77,,,,,,,,,
8.9,SK 와이번스,9,2,0,9,1,2,0,인천,29,0,64,,,,,,,,,
8.1,SK 와이번스,9,0,0,8,0,0,1,서울,25.4,0,90,,,,,,,,,
8.11,SK 와이번스,7,1,0,9,0,1,0,서울,29.3,0,68,,,,,,,,,
8.12,SK 와이번스,13,1,0,3,0,0,1,인천,29.5,0,65,,,,,,,,,
8.13,SK 와이번스,8,1,0,12,0,1,0,인천,27.5,0,62,,,,,,,,,
8.16,SK 와이번스,10,1,1,9,2,0,0,대전,27.6,0,85,,,,,,,,,
8.17,SK 와이번스,11,1,0,4,1,1,1,인천,27,0,74,,,,,,,,,
8.18,SK 와이번스,13,3,0,6,0,2,1,인천,27.4,0,68,,,,,,,,,
8.19,SK 와이번스,20,3,1,3,0,0,1,광주,28.2,0,82,,,,,,,,,
8.22,SK 와이번스,13,2,1,9,0,1,0,인천,28.5,0,70,,,,,,,,,
8.23,SK 와이번스,5,0,0,5,2,0,0,인천,27.4,0,94,,,,,,,,,
8.24,SK 와이번스,9,4,1,10,0,0,1,대구,33.2,0,53,,,,,,,,,
8.25,SK 와이번스,14,2,1,8,0,3,1,대구,31.3,0,32,,,,,,,,,
8.26,SK 와이번스,5,0,0,6,1,0,1,인천,26.2,0,48,,,,,,,,,
8.27,SK 와이번스,6,1,2,5,0,0,1,인천,24.1,0,69,,,,,,,,,
8.29,SK 와이번스,8,0,0,11,0,1,0,서울,22.5,0,34,,,,,,,,,
8.3,SK 와이번스,6,0,0,7,1,2,0,서울,23.3,0,61,,,,,,,,,
8.31,SK 와이번스,11,1,1,5,2,0,1,인천,24.7,0,50,,,,,,,,,
9.1,SK 와이번스,11,1,0,6,0,1,1,인천,24.8,0,61,,,,,,,,,
9.2,SK 와이번스,16,7,0,10,0,1,1,수원,25.7,0,58,,,,,,,,,
9.3,SK 와이번스,14,0,0,9,1,0,0,수원,25.8,0,58,,,,,,,,,
9.5,SK 와이번스,10,4,0,9,2,1,1,인천,22.7,0,71,,,,,,,,,
9.7,SK 와이번스,4,2,0,12,0,2,0,창원,23.3,0,86,,,,,,,,,
9.8,SK 와이번스,7,2,0,10,0,2,0,창원,26.3,0,69,,,,,,,,,
9.9,SK 와이번스,5,1,0,8,0,0,1,인천,25.5,0,63,,,,,,,,,
9.1,SK 와이번스,19,3,0,6,0,1,1,인천,23.9,0,74,,,,,,,,,
9.12,SK 와이번스,9,1,0,12,0,1,0,인천,24.7,0,37,,,,,,,,,
9.13,SK 와이번스,18,4,0,10,1,1,1,인천,23.6,0,55,,,,,,,,,
9.14,SK 와이번스,14,1,2,9,0,1,1,서울,27,0,37,,,,,,,,,
9.15,SK 와이번스,11,1,0,8,1,0,1,서울,25.4,0,39,,,,,,,,,
9.16,SK 와이번스,5,1,0,10,0,2,0,부산,22.6,0,68,,,,,,,,,
9.17,SK 와이번스,12,0,0,13,1,1,0,부산,22.1,0,81,,,,,,,,,
9.19,SK 와이번스,13,0,0,9,1,0,1,광주,25.1,0,76,,,,,,,,,
9.2,SK 와이번스,11,2,0,8,0,0,1,광주,21.6,0,54,,,,,,,,,
9.29,SK 와이번스,6,2,0,9,1,1,0,인천,18.9,0,44,,,,,,,,,
9.3,SK 와이번스,6,1,0,8,0,0,1,대전,23.1,0,57,,,,,,,,,
10.3,SK 와이번스,8,0,1,8,0,0,1,서울,19.5,0,47,,,,,,,,,
10.5,SK 와이번스,6,2,0,3,1,0,0,창원,18.7,0,64,,,,,,,,,
4.1일,SK 와이번스,15,6,1,5,0,0,1,대전,10.5,0,23,,,,,,,,,
4.3화,SK 와이번스,14,6,0,7,0,1,1,인천,6.3,0,36,,,,,,,,,
4.4수,SK 와이번스,7,1,0,11,1,1,0,인천,8,0,75,,,,,,,,,
4.7토,SK 와이번스,7,2,1,12,1,3,1,인천,8.3,0,33,,,,,,,,,
4.8일,SK 와이번스,10,0,0,4,1,2,0,인천,10.6,0,68,,,,,,,,,
4.10화,SK 와이번스,12,1,1,9,1,2,1,서울,12.8,0.5,88,,,,,,,,,
4.11수,SK 와이번스,3,0,0,6,3,0,0,서울,15.9,0,52,,,,,,,,,
4.12목,SK 와이번스,7,0,2,10,1,2,0,서울,10.3,0,35,,,,,,,,,
4.13금,SK 와이번스,10,1,1,7,1,2,1,인천,9.5,0,69,,,,,,,,,
4.14토,SK 와이번스,12,3,0,10,0,0,1,인천,11,0,77,,,,,,,,,
4.15일,SK 와이번스,12,0,0,3,1,0,1,인천,13.8,0,52,,,,,,,,,
4.17화,SK 와이번스,17,4,5,12,1,1,1,수원,17.7,0,33,,,,,,,,,
4.18수,SK 와이번스,13,4,0,6,2,0,1,수원,20.9,0,32,,,,,,,,,
4.19목,SK 와이번스,7,2,1,12,0,0,1,수원,16.7,0,49,,,,,,,,,
4.20금,SK 와이번스,7,1,1,11,0,0,0,부산,14.6,0,64,,,,,,,,,
4.21토,SK 와이번스,9,1,0,8,0,0,0,부산,15,7,92,,,,,,,,,
4.22일,SK 와이번스,13,2,0,7,3,0,1,부산,16.6,0,65,,,,,,,,,
4.24화,SK 와이번스,13,1,3,7,0,1,0,인천,20.9,0,65,,,,,,,,,
4.25수,SK 와이번스,12,3,0,9,1,1,1,인천,14.5,0.5,91,,,,,,,,,
4.26목,SK 와이번스,8,2,0,8,0,0,1,인천,11.8,0,56,,,,,,,,,
4.27금,SK 와이번스,10,3,1,6,1,0,1,서울,19.2,0,16,,,,,,,,,
4.28토,SK 와이번스,11,0,1,11,1,3,1,서울,18.4,0,51,,,,,,,,,
4.29일,SK 와이번스,10,1,1,7,1,1,0,서울,23.6,0,47,,,,,,,,,
5.1화,SK 와이번스,17,2,1,4,0,0,1,대구,22.5,0,60,,,,,,,,,
5.2수,SK 와이번스,14,2,1,11,0,0,1,대구,14.7,0,90,,,,,,,,,
5.3목,SK 와이번스,5,1,0,13,0,1,0,대구,16.7,0,26,,,,,,,,,
5.4금,SK 와이번스,10,0,0,5,0,0,1,인천,14.5,0,58,,,,,,,,,
5.5토,SK 와이번스,5,0,0,14,0,0,0,인천,18.8,0,59,,,,,,,,,
5.8화,SK 와이번스,6,0,1,11,1,0,0,창원,15.5,0,63,,,,,,,,,
5.9수,SK 와이번스,10,0,0,6,1,2,1,창원,14.7,0,72,,,,,,,,,
5.10목,SK 와이번스,11,3,0,6,0,1,1,창원,17.7,0,74,,,,,,,,,
5.11금,SK 와이번스,16,2,0,7,1,1,0,인천,15.6,0,76,,,,,,,,,
5.13일,SK 와이번스,15,2,0,5,0,0,1,인천,14.2,0,84,,,,,,,,,
5.15화,SK 와이번스,7,1,0,9,1,0,0,서울,27.5,0,47,,,,,,,,,
5.16수,SK 와이번스,6,2,0,10,1,1,0,서울,21.9,0,97,,,,,,,,,
5.18금,SK 와이번스,5,0,2,8,0,0,0,광주,22.3,0,97,,,,,,,,,
5.19토,SK 와이번스,4,1,0,1,1,1,0,광주,21.1,0,63,,,,,,,,,
5.20일,SK 와이번스,7,0,0,8,0,0,0,광주,20.9,0,43,,,,,,,,,
5.22화,SK 와이번스,6,2,0,4,1,2,0,인천,17.3,2.1,86,,,,,,,,,
5.23수,SK 와이번스,16,5,0,3,2,1,1,인천,17.4,0,60,,,,,,,,,
5.24목,SK 와이번스,9,1,1,4,3,0,1,인천,18.6,0,57,,,,,,,,,
5.25금,SK 와이번스,9,1,1,9,0,0,1,인천,19.9,0,44,,,,,,,,,
5.26토,SK 와이번스,14,0,0,4,1,0,1,인천,23.1,0,52,,,,,,,,,
5.27일,SK 와이번스,14,1,0,4,2,5,0,인천,20,0,47,,,,,,,,,
5.30수,SK 와이번스,7,2,0,5,1,0,0,서울,23.6,0,42,,,,,,,,,
5.31목,SK 와이번스,7,2,1,8,0,1,0,서울,26.4,0,42,,,,,,,,,
6.1금,SK 와이번스,14,1,0,6,1,0,1,인천,23.5,0,49,,,,,,,,,
6.2토,SK 와이번스,10,3,1,4,0,1,1,인천,23.3,0,47,,,,,,,,,
6.3일,SK 와이번스,9,1,0,16,2,1,0,인천,26.9,0,32,,,,,,,,,
6.5화,SK 와이번스,9,4,2,9,2,0,1,인천,24.6,0,48,,,,,,,,,
6.6수,SK 와이번스,9,5,0,8,0,0,1,인천,22.2,0,78,,,,,,,,,
6.7목,SK 와이번스,6,1,0,11,1,0,0,인천,22,0,74,,,,,,,,,
6.8금,SK 와이번스,8,2,0,4,0,1,0,대전,25.6,0,63,,,,,,,,,
6.9토,SK 와이번스,8,0,1,10,0,1,1,대전,24.8,0,59,,,,,,,,,
6.10일,SK 와이번스,9,1,0,9,1,0,0,대전,23,0,63,,,,,,,,,
6.12화,SK 와이번스,6,0,0,8,1,0,0,광주,23.8,0,64,,,,,,,,,
6.13수,SK 와이번스,10,2,1,6,0,1,1,광주,25.1,0,61,,,,,,,,,
6.14목,SK 와이번스,12,3,1,3,1,0,1,광주,25.8,0,54,,,,,,,,,
6.15금,SK 와이번스,8,1,2,8,1,2,0,인천,23.5,0,65,,,,,,,,,
6.16토,SK 와이번스,7,2,1,6,1,0,0,인천,24.7,0,58,,,,,,,,,
6.17일,SK 와이번스,11,3,0,10,0,1,0,인천,22.2,0,66,,,,,,,,,
6.20수,SK 와이번스,10,1,0,8,0,1,0,대구,28.4,0,35,,,,,,,,,
6.21목,SK 와이번스,8,0,2,9,0,0,1,대구,29.8,0,26,,,,,,,,,
6.22금,SK 와이번스,18,5,2,7,0,2,1,수원,27.8,0,36,,,,,,,,,
6.23토,SK 와이번스,6,2,1,9,0,0,1,수원,26,0,63,,,,,,,,,
6.24일,SK 와이번스,5,0,0,6,2,0,0,수원,27.5,0,58,,,,,,,,,
6.27수,SK 와이번스,6,0,1,2,1,0,1,인천,22,0,81,,,,,,,,,
6.29금,SK 와이번스,9,3,1,7,0,0,1,인천,24.4,0,78,,,,,,,,,
6.30토,SK 와이번스,9,3,0,6,1,0,1,인천,27.2,0,72,,,,,,,,,
7.3화,SK 와이번스,11,4,1,9,0,1,1,서울,21,16.5,92,,,,,,,,,
7.4수,SK 와이번스,15,1,1,8,2,0,0,서울,24.9,0,76,,,,,,,,,
7.5목,SK 와이번스,9,0,2,12,2,1,0,서울,22.4,0.5,91,,,,,,,,,
7.6금,SK 와이번스,12,3,0,6,1,2,1,인천,20.8,1.2,95,,,,,,,,,
7.7토,SK 와이번스,8,1,0,6,0,0,1,인천,26.3,0,61,,,,,,,,,
7.8일,SK 와이번스,6,2,0,7,0,0,0,인천,26,0,82,,,,,,,,,
